"Equation","Excluded","F","df1","df2","p.F","sig.F","Chisq","df","p.Chisq","sig.Chisq","Causality"
"heaSWs","SPD",0.0580023978126213,1,26,0.811570593213498,"   ",0.0580023978126213,1,0.809681552617953,"   ","heaSWs <= SPD"
"heaSWs","clim",1.21636735816881,1,26,0.280178910216315,"   ",1.21636735816881,1,0.270074739318855,"   ","heaSWs <= clim"
"heaSWs","SPD|clim",1.15754023235424,2,26,0.329930239267155,"   ",2.31508046470848,2,0.314258233193108,"   ","heaSWs <= SPD|clim"
"araSWs","SPD",0.697993713031699,1,26,0.411070672223341,"   ",0.697993713031699,1,0.403458657998074,"   ","araSWs <= SPD"
"araSWs","clim",2.00780390201038,1,26,0.168363562855163,"   ",2.00780390201038,1,0.156491706892572,"   ","araSWs <= clim"
"araSWs","SPD|clim",1.02084081219025,2,26,0.374283618430573,"   ",2.04168162438051,2,0.360291874979946,"   ","araSWs <= SPD|clim"
"pasSWs","SPD",0.000797284360454266,1,26,0.977689367726417,"   ",0.000797284360454266,1,0.97747374595245,"   ","pasSWs <= SPD"
"pasSWs","clim",3.63618479104757,1,26,0.0676436917996565,".  ",3.63618479104757,1,0.0565363508544505,".  ","pasSWs <= clim"
"pasSWs","SPD|clim",2.6947364185214,2,26,0.0863895548622108,".  ",5.3894728370428,2,0.067560187041547,".  ","pasSWs <= SPD|clim"
"wetmSWs","SPD",0.0181632361388546,1,26,0.893830803183888,"   ",0.0181632361388546,1,0.892792895079262,"   ","wetmSWs <= SPD"
"wetmSWs","clim",0.0206648493591755,1,26,0.886804127661545,"   ",0.0206648493591755,1,0.885695725631261,"   ","wetmSWs <= clim"
"wetmSWs","SPD|clim",0.011227673694041,2,26,0.988839913007186,"   ",0.0224553473880819,2,0.988835121400249,"   ","wetmSWs <= SPD|clim"
"wetwSWs","SPD",0.452913458179138,1,26,0.506892809880132,"   ",0.452913458179138,1,0.500954636906832,"   ","wetwSWs <= SPD"
"wetwSWs","clim",0.6652910235939,1,26,0.422107949549847,"   ",0.6652910235939,1,0.414698203991164,"   ","wetwSWs <= clim"
"wetwSWs","SPD|clim",0.344003921422128,2,26,0.712104102883642,"   ",0.688007842844257,2,0.708926148045376,"   ","wetwSWs <= SPD|clim"
"decSWs","SPD",0.729342293452843,1,26,0.400896801038646,"   ",0.729342293452843,1,0.393096459874837,"   ","decSWs <= SPD"
"decSWs","clim",0.709758621798935,1,26,0.407207278487846,"   ",0.709758621798935,1,0.399523955250649,"   ","decSWs <= clim"
"decSWs","SPD|clim",2.1314065474265,2,26,0.138941723099501,"   ",4.262813094853,2,0.118670261059879,"   ","decSWs <= SPD|clim"
"conSWs","SPD",0.44143555492025,1,26,0.51228036173991,"   ",0.44143555492025,1,0.506430386769019,"   ","conSWs <= SPD"
"conSWs","clim",2.474635650396,1,26,0.127787591237299,"   ",2.474635650396,1,0.115696250663033,"   ","conSWs <= clim"
"conSWs","SPD|clim",3.03672165105104,2,26,0.0652771062783624,".  ",6.07344330210209,2,0.0479919662894857,"*  ","conSWs <= SPD|clim"
"heaMMs","SPD",1.51827458290396,1,54,0.223219127335378,"   ",1.51827458290396,1,0.217880787120498,"   ","heaMMs <= SPD"
"heaMMs","clim",0.501716549916406,1,54,0.481793361840269,"   ",0.501716549916406,1,0.478746854548984,"   ","heaMMs <= clim"
"heaMMs","SPD|clim",0.78055095824173,2,54,0.463253337665465,"   ",1.56110191648346,2,0.458153518298175,"   ","heaMMs <= SPD|clim"
"araMMs","SPD",1.30469787563719,1,54,0.258396366414833,"   ",1.30469787563719,1,0.253356882377075,"   ","araMMs <= SPD"
"araMMs","clim",4.20871501006395,1,54,0.0450800960191475,"*  ",4.20871501006395,1,0.0402167915874349,"*  ","araMMs <= clim"
"araMMs","SPD|clim",2.14333719181605,2,54,0.127133803692203,"   ",4.28667438363211,2,0.117262860666469,"   ","araMMs <= SPD|clim"
"pasMMs","SPD",1.18135025824303,1,54,0.281909148628202,"   ",1.18135025824303,1,0.277081281178027,"   ","pasMMs <= SPD"
"pasMMs","clim",0.68727603681775,1,54,0.410742021526354,"   ",0.68727603681775,1,0.407092449783099,"   ","pasMMs <= clim"
"pasMMs","SPD|clim",0.59769192931197,2,54,0.553677721442197,"   ",1.19538385862394,2,0.550079795081862,"   ","pasMMs <= SPD|clim"
"wetmMMs","SPD",0.382841050654721,1,54,0.53868812482982,"   ",0.382841050654721,1,0.536086662443323,"   ","wetmMMs <= SPD"
"wetmMMs","clim",1.33663689413621,1,54,0.252717409020349,"   ",1.33663689413621,1,0.247627930577407,"   ","wetmMMs <= clim"
"wetmMMs","SPD|clim",0.707598634309086,2,54,0.49733801695534,"   ",1.41519726861817,2,0.492826233651438,"   ","wetmMMs <= SPD|clim"
"wetwMMs","SPD",3.6898571948554,1,54,0.0600304422507701,".  ",3.6898571948554,1,0.0547443031452854,".  ","wetwMMs <= SPD"
"wetwMMs","clim",1.9354309471292,1,54,0.169871064014861,"   ",1.9354309471292,1,0.1641654946872,"   ","wetwMMs <= clim"
"wetwMMs","SPD|clim",4.98635729822444,2,54,0.0102984641204892,"*  ",9.97271459644888,2,0.00683050070635769,"** ","wetwMMs <= SPD|clim"
"decMMs","SPD",4.18719072564222,1,54,0.0456124238273689,"*  ",4.18719072564222,1,0.0407305389166942,"*  ","decMMs <= SPD"
"decMMs","clim",3.17738751284804,1,54,0.08028598754049,".  ",3.17738751284804,1,0.0746640174341265,".  ","decMMs <= clim"
"decMMs","SPD|clim",2.46871487309945,2,54,0.0942039949336712,".  ",4.9374297461989,2,0.0846936311572883,".  ","decMMs <= SPD|clim"
"conMMs","SPD",9.48504996748063,1,54,0.00325474897595172,"** ",9.48504996748063,1,0.00207152972175916,"** ","conMMs <= SPD"
"conMMs","clim",9.16684667776502,1,54,0.00377300988997377,"** ",9.16684667776502,1,0.00246438830657015,"** ","conMMs <= clim"
"conMMs","SPD|clim",5.62269281952116,2,54,0.0060504384893838,"** ",11.2453856390423,2,0.00361489373448055,"** ","conMMs <= SPD|clim"
"heaMWs","SPD",1.51626043450136,2,50,0.229452777945272,"   ",3.03252086900273,2,0.219531305558658,"   ","heaMWs <= SPD"
"heaMWs","clim",3.19381965059334,2,50,0.049505366890674,"*  ",6.38763930118667,2,0.0410149087390231,"*  ","heaMWs <= clim"
"heaMWs","SPD|clim",3.97737301496615,4,50,0.00704352867054451,"** ",15.9094920598646,4,0.00314304766598368,"** ","heaMWs <= SPD|clim"
"araMWs","SPD",0.0985808319127825,1,54,0.754749145725329,"   ",0.0985808319127825,1,0.753539383850677,"   ","araMWs <= SPD"
"araMWs","clim",1.09691158628241,1,54,0.299610205330798,"   ",1.09691158628241,1,0.29494488241923,"   ","araMWs <= clim"
"araMWs","SPD|clim",0.552740859591477,2,54,0.578591204831056,"   ",1.10548171918295,2,0.575370637093633,"   ","araMWs <= SPD|clim"
"pasMWs","SPD",1.34445780049372,4,42,0.269493334491758,"   ",5.37783120197487,4,0.250678744705437,"   ","pasMWs <= SPD"
"pasMWs","clim",1.12294967269326,4,42,0.358606738258737,"   ",4.49179869077304,4,0.343521050919209,"   ","pasMWs <= clim"
"pasMWs","SPD|clim",1.6608571515323,8,42,0.136879615834578,"   ",13.2868572122584,8,0.102353509415752,"   ","pasMWs <= SPD|clim"
"wetmMWs","SPD",2.71192570199082,3,46,0.0557651459598839,".  ",8.13577710597246,3,0.0432873847980084,"*  ","wetmMWs <= SPD"
"wetmMWs","clim",0.314387175199372,3,46,0.814880244940583,"   ",0.943161525598115,3,0.815001393116496,"   ","wetmMWs <= clim"
"wetmMWs","SPD|clim",1.59268226340454,6,46,0.170846206105413,"   ",9.55609358042725,6,0.144633899015638,"   ","wetmMWs <= SPD|clim"
"wetwMWs","SPD",1.76711481327598,1,54,0.18932853509855,"   ",1.76711481327598,1,0.183739547033764,"   ","wetwMWs <= SPD"
"wetwMWs","clim",4.09119278424576,1,54,0.0480710918876739,"*  ",4.09119278424576,1,0.0431072110700411,"*  ","wetwMWs <= clim"
"wetwMWs","SPD|clim",2.18864004650358,2,54,0.121912261876371,"   ",4.37728009300717,2,0.112069053731381,"   ","wetwMWs <= SPD|clim"
"decMWs","SPD",0.377973155345462,1,54,0.541272052078905,"   ",0.377973155345462,1,0.53868997028764,"   ","decMWs <= SPD"
"decMWs","clim",0.0938502836423124,1,54,0.760516312817704,"   ",0.0938502836423124,1,0.759338221777613,"   ","decMWs <= clim"
"decMWs","SPD|clim",0.372219239143423,2,54,0.690957549852664,"   ",0.744438478286847,2,0.689203125656548,"   ","decMWs <= SPD|clim"
"conMWs","SPD",1.74864137952313,2,50,0.184483280383395,"   ",3.49728275904626,2,0.174010196741302,"   ","conMWs <= SPD"
"conMWs","clim",0.175275453277757,2,50,0.83973922613318,"   ",0.350550906555513,2,0.839225821425071,"   ","conMWs <= clim"
"conMWs","SPD|clim",1.14024123456111,4,50,0.348446545360657,"   ",4.56096493824445,4,0.33537969760955,"   ","conMWs <= SPD|clim"
"heaSEs","SPD",1.29704618882558,2,42,0.284060721535313,"   ",2.59409237765116,2,0.27333799058115,"   ","heaSEs <= SPD"
"heaSEs","clim",3.11098320203919,2,42,0.0549657121765105,".  ",6.22196640407839,2,0.0445571251405358,"*  ","heaSEs <= clim"
"heaSEs","SPD|clim",2.31674210973217,4,42,0.0728649148143862,".  ",9.26696843892867,4,0.0547621453482623,".  ","heaSEs <= SPD|clim"
"araSEs","SPD",0.0710313720532318,1,46,0.791032081286936,"   ",0.0710313720532318,1,0.789840980835891,"   ","araSEs <= SPD"
"araSEs","clim",0.0510601049250588,1,46,0.82222980018171,"   ",0.0510601049250588,1,0.821228773563958,"   ","araSEs <= clim"
"araSEs","SPD|clim",0.0494667606428963,2,46,0.951787349039094,"   ",0.0989335212857926,2,0.951736792729825,"   ","araSEs <= SPD|clim"
"pasSEs","SPD",0.479435046661475,1,46,0.492159104980622,"   ",0.479435046661475,1,0.488678328752908,"   ","pasSEs <= SPD"
"pasSEs","clim",0.666805279265075,1,46,0.418376585534128,"   ",0.666805279265075,1,0.414167654314398,"   ","pasSEs <= clim"
"pasSEs","SPD|clim",0.610774881991841,2,46,0.547273852055544,"   ",1.22154976398368,2,0.542929999354045,"   ","pasSEs <= SPD|clim"
"wetmSEs","SPD",0.654266871918046,1,46,0.422755257406059,"   ",0.654266871918046,1,0.418591279669266,"   ","wetmSEs <= SPD"
"wetmSEs","clim",2.02615939382567,1,46,0.161358498505159,"   ",2.02615939382567,1,0.154610886704884,"   ","wetmSEs <= clim"
"wetmSEs","SPD|clim",1.30346515928407,2,46,0.281430813899391,"   ",2.60693031856814,2,0.271589061262359,"   ","wetmSEs <= SPD|clim"
"wetwSEs","SPD",0.617962668294646,1,46,0.435836291789405,"   ",0.617962668294646,1,0.431805380155142,"   ","wetwSEs <= SPD"
"wetwSEs","clim",0.219444690957699,1,46,0.641675671564275,"   ",0.219444690957699,1,0.639463362092752,"   ","wetwSEs <= clim"
"wetwSEs","SPD|clim",0.367010690907531,2,46,0.694812481537351,"   ",0.734021381815061,2,0.692802238320133,"   ","wetwSEs <= SPD|clim"
"decSEs","SPD",0.570588563079572,1,46,0.453875702748734,"   ",0.570588563079572,1,0.45002513185469,"   ","decSEs <= SPD"
"decSEs","clim",2.31456902836761,1,46,0.135011798438829,"   ",2.31456902836761,1,0.128166819073,"   ","decSEs <= clim"
"decSEs","SPD|clim",1.25405880901341,2,46,0.294916060626773,"   ",2.50811761802683,2,0.285344285348781,"   ","decSEs <= SPD|clim"
"conSEs","SPD",0.575722096915108,1,46,0.451864514000522,"   ",0.575722096915108,1,0.447994024623406,"   ","conSEs <= SPD"
"conSEs","clim",0.0907118799976964,1,46,0.764631370879184,"   ",0.0907118799976964,1,0.763274090947075,"   ","conSEs <= clim"
"conSEs","SPD|clim",0.427293178951422,2,46,0.654834632901459,"   ",0.854586357902844,2,0.65227229168597,"   ","conSEs <= SPD|clim"
"heaNs","SPD",5.69890249087056,1,61,0.0200900551052031,"*  ",5.69890249087056,1,0.0169755245709305,"*  ","heaNs <= SPD"
"heaNs","clim",3.8922361106544,1,61,0.0530462406801052,".  ",3.8922361106544,1,0.0485097955957292,"*  ","heaNs <= clim"
"heaNs","SPD|clim",3.07827573516764,2,61,0.0532554638681228,".  ",6.15655147033528,2,0.0460385709387751,"*  ","heaNs <= SPD|clim"
"araNs","SPD",1.36447753609139,1,61,0.247308239146833,"   ",1.36447753609139,1,0.2427629903254,"   ","araNs <= SPD"
"araNs","clim",0.0000368472454788906,1,61,0.995176524812707,"   ",0.0000368472454788906,1,0.995156716308681,"   ","araNs <= clim"
"araNs","SPD|clim",1.33371981117434,2,61,0.27106891764004,"   ",2.66743962234868,2,0.263495283346466,"   ","araNs <= SPD|clim"
"pasNs","SPD",0.475338695014135,1,61,0.493155747839739,"   ",0.475338695014135,1,0.490541317419687,"   ","pasNs <= SPD"
"pasNs","clim",0.0298488118356171,1,61,0.863405699055588,"   ",0.0298488118356171,1,0.862833722781274,"   ","pasNs <= clim"
"pasNs","SPD|clim",0.509970068383081,2,61,0.603050962830512,"   ",1.01994013676616,2,0.600513552884888,"   ","pasNs <= SPD|clim"
"wetmNs","SPD",0.615383024694827,2,57,0.54398514202137,"   ",1.23076604938965,2,0.540433856148467,"   ","wetmNs <= SPD"
"wetmNs","clim",0.440007630567507,2,57,0.646200416198485,"   ",0.880015261135015,2,0.644031506738503,"   ","wetmNs <= clim"
"wetmNs","SPD|clim",0.598441658520365,4,57,0.665247567676559,"   ",2.39376663408146,4,0.663754029801548,"   ","wetmNs <= SPD|clim"
"wetwNs","SPD",1.6588946508891,2,57,0.199406372799989,"   ",3.3177893017782,2,0.190349266252518,"   ","wetwNs <= SPD"
"wetwNs","clim",2.72346122438652,2,57,0.0741939931120834,".  ",5.44692244877304,2,0.0656471412572872,".  ","wetwNs <= clim"
"wetwNs","SPD|clim",2.85950342962693,4,57,0.0314138138309846,"*  ",11.4380137185077,4,0.022058296167167,"*  ","wetwNs <= SPD|clim"
"decNs","SPD",0.0000793546265222025,1,61,0.992921511452206,"   ",0.0000793546265222025,1,0.992892441488144,"   ","decNs <= SPD"
"decNs","clim",0.0681258617879089,1,61,0.794964510487863,"   ",0.0681258617879089,1,0.794085324931429,"   ","decNs <= clim"
"decNs","SPD|clim",0.066858108123502,2,61,0.935396349563306,"   ",0.133716216247004,2,0.935327907353516,"   ","decNs <= SPD|clim"
"conNs","SPD",0.0680515489926718,1,61,0.795073814738387,"   ",0.0680515489926718,1,0.794195137200924,"   ","conNs <= SPD"
"conNs","clim",1.32269243738372,1,61,0.254598313260508,"   ",1.32269243738372,1,0.250109413457934,"   ","conNs <= clim"
"conNs","SPD|clim",0.731102040722906,2,61,0.485547996662023,"   ",1.46220408144581,2,0.481378199288648,"   ","conNs <= SPD|clim"
