"dataset_ID","meantimes","Alisma","Alisma.plantago.aquatica","Alismataceae","Botryococcus","Callitriche","Ceratophyllum","Elatine","Glaucium","Glyceria","Hippophae","Hippophae.rhamnoides","Hippuris","Hippuris.vulgaris","Hottonia.palustris","Hydrocharis","Iris","Isoetes","Isoetes.echinospora","Isoetes.lacustris","Isoetes.setacea","Lemna","Limosella.aquatica","Lingulodinium.machaerophorum","Lobelia.dortmanna","Lycopodiella.inundata","Lythrum","Lythrum.salicaria","Myrica","Myrica.gale","Myricaria","Myricaria.germanica","Myriophyllum","Myriophyllum.alterniflorum","Myriophyllum.spicatum","Myriophyllum.spicatum.M..verticillatum","Myriophyllum.verticillatum","Nuphar","Nuphar.pumila","Nymphaea","Nymphaea.alba","Nymphaeaceae","Osmunda.regalis","Persicaria.amphibia","Phragmites","Plantago.coronopus","Plantago.uniflora","Potamogeton","Ranunculus.trichophyllus","Sagittaria","Salsola.kali","Schoenoplectus.lacustris","Scutellaria","Solanum.dulcamara","Sparganium","Sparganium.emersum","Sparganium.erectum","Stuckenia","Tetraedron.minimum","Trapa","Typha","Typha.angustifolia","Typha.angustifolia.Sparganium","Typha.latifolia","Typhaceae","Utricularia"
"12",677.413,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",721.046,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",764.055,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0.00122399020807834",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",808.538,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",854.298,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",911.985,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",1006.149,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",1099.197,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",1179.283,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",1231.444,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",1277.602,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",1326.128,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",1407.271,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0.000936329588014981",NA,NA
"12",1549.599,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",1616.689,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",1659.009,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00214822771213749",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",1697.687,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",1736.082,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",1774.342,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",1814,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",1855.168,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",1897.609,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",1955.043,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",2079.434,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",2256.752,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",2495.8,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",2741.197,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",2937.323,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",3039.663,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",3133.014,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",3230.126,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",3382.778,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",3542.28,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",3675.086,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",3782.671,"0.0013531799729364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",3933.81,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",4049.243,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0.00139664804469274",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",4143.8,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",4232.438,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",4331.842,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00187793427230047",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",4490.224,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00101061141990905",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",4593.856,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",4675.792,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000594530321046373",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",4756.262,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",4833.042,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",4909.289,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",4990.183,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",5093.009,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",5249.135,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000479386385426654",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"12",5340.389,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
